barcode	disease	BAM_path
TCGA-CV-A45X-01A-21R-A24Z-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/3f04802d6a1d4cd38d0c5d5f0608abae/all_sequences.bam
TCGA-CV-A45Y-01A-11R-A24Z-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/0344b7c7fd3142d197c98667ad5a7cda/all_sequences.bam
TCGA-CV-A45Z-01A-21R-A24Z-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/b27cb62103ed4444b09847b03e86586d/all_sequences.bam
TCGA-CV-A460-01A-21R-A24Z-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/b064a30273df42ebb867e790fb6ee1dd/all_sequences.bam
TCGA-CV-A461-01A-41R-A266-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/95336091f159451a9a2e013389ae8a05/all_sequences.bam
TCGA-CV-A463-01A-11R-A266-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/013966ac7e31460495f253a77e10c0cd/all_sequences.bam
TCGA-CV-A464-01A-11R-A266-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/522de99d9846445db347228a2d54ee19/all_sequences.bam
TCGA-CV-A465-01A-11R-A266-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/03a03a0bb0294d98b345dff2be9d0a03/all_sequences.bam
TCGA-CV-A468-01A-11R-A266-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/a45832dcdd104085adfa79da3f7240cd/all_sequences.bam
TCGA-CV-A6JD-01A-11R-A31N-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/1f6058a1a91047a6a9cdcbd9947efc41/all_sequences.bam
TCGA-CV-A6JE-01A-11R-A31N-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/1124f7cda9c44c2380b7aa6510ed1b66/all_sequences.bam
TCGA-CV-A6JM-01A-11R-A31N-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/64ce13b6e8c947dcb78dfee00b9923fc/all_sequences.bam
TCGA-CV-A6JN-01A-11R-A31N-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/e8f80b583ed744b3bb7c6cd0412ea05d/all_sequences.bam
TCGA-CV-A6JO-01B-11R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/19fe22c286c4464ca978615dfa756390/all_sequences.bam
TCGA-CV-A6JU-01A-11R-A31N-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/7c65f4f1e4774935bfbfa3358143ebbc/all_sequences.bam
TCGA-CV-A6JY-01A-11R-A31N-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/56fe7a2b95e547ccbfafd091469964d9/all_sequences.bam
TCGA-CV-A6JZ-01A-11R-A31N-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/fc43189002f443e3a894305ab4046ae4/all_sequences.bam
TCGA-CV-A6K1-01A-11R-A31N-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2cc3ccc7f87846a0b18797f9f61dd541/all_sequences.bam
TCGA-CX-7082-01A-11R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892784161/all_sequences.bam
TCGA-CX-7085-01A-21R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892784083/all_sequences.bam
TCGA-CX-7086-01A-11R-2081-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892784315/all_sequences.bam
TCGA-CX-7219-01A-11R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892784125/all_sequences.bam
TCGA-CX-A4AQ-01A-11R-A24Z-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/a059e2c8e59141039941872816fc89b7/all_sequences.bam
TCGA-D6-6515-01A-21R-1873-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892784479/all_sequences.bam
TCGA-D6-6516-01A-11R-1873-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892784419/all_sequences.bam
TCGA-D6-6517-01A-11R-1873-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892784166/all_sequences.bam
TCGA-D6-6823-01A-11R-1915-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892784172/all_sequences.bam
TCGA-D6-6824-01A-11R-1915-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892784373/all_sequences.bam
TCGA-D6-6825-01A-21R-1915-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892784426/all_sequences.bam
TCGA-D6-6826-01A-11R-1915-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892784476/all_sequences.bam
TCGA-D6-6827-01A-11R-1915-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/3703233280824f39ba4d9cb57a72a655/all_sequences.bam
TCGA-D6-8568-01A-11R-2403-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/d88f86ff325b4353a8edca5854f01267/all_sequences.bam
TCGA-D6-8569-01A-11R-2403-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/bd674d97d11942639cfe6e1317cbde21/all_sequences.bam
TCGA-D6-A4Z9-01A-11R-A24Z-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/dae6fc9e765f485c90216962c79bed44/all_sequences.bam
TCGA-D6-A4ZB-01A-11R-A24Z-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/beabfcd2383748668d2e9e462465bdbb/all_sequences.bam
TCGA-D6-A6EK-01A-11R-A31N-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/34b5951454e349599b232dcf365b834f/all_sequences.bam
TCGA-D6-A6EM-01A-21R-A31N-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/e8752eb126294834bb6a69769bf6063c/all_sequences.bam
TCGA-D6-A6EN-01A-11R-A31N-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/5288d1d9822d4ab5884ac852d99c22a5/all_sequences.bam
TCGA-D6-A6EO-01A-11R-A31N-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/10057acf2d0e4c62a157004cc0327fa9/all_sequences.bam
TCGA-D6-A6EP-01A-11R-A31N-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/e15d3e604cff49db8566acf1d33dfa96/all_sequences.bam
TCGA-D6-A6ES-01A-12R-A31N-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/1e30739e86104435b1c97eb2c2d76fe6/all_sequences.bam
TCGA-D6-A74Q-01A-11R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/37cc0b3c4e494691bf285c29766c978f/all_sequences.bam
TCGA-DK-A1A3-01A-11R-A13Y-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224603/all_sequences.bam
TCGA-DK-A1A5-01A-11R-A13Y-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224552/all_sequences.bam
TCGA-DK-A1A6-01A-11R-A13Y-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224622/all_sequences.bam
TCGA-DK-A1A7-01A-11R-A13Y-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224714/all_sequences.bam
TCGA-DK-A1AA-01A-11R-A13Y-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224711/all_sequences.bam
TCGA-DK-A1AB-01A-11R-A13Y-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224718/all_sequences.bam
TCGA-DK-A1AC-01A-11R-A13Y-07	BLCA	/gscmnt/ams1142/info/alignment_data/imported/2892224706/all_sequences.bam
TCGA-DK-A1AD-01A-11R-A13Y-07	BLCA	/gscmnt/ams1142/info/alignment_data/imported/2892224715/all_sequences.bam
TCGA-DK-A1AE-01A-11R-A13Y-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224708/all_sequences.bam
TCGA-DK-A1AF-01A-11R-A13Y-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224699/all_sequences.bam
TCGA-DK-A1AG-01A-11R-A13Y-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224907/all_sequences.bam
TCGA-DK-A2HX-01A-12R-A18C-07	BLCA	/gscmnt/gc2012/info/alignment_data/imported/2892224961/all_sequences.bam
TCGA-DK-A2I1-01A-11R-A180-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224910/all_sequences.bam
TCGA-DK-A2I2-01A-11R-A180-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224909/all_sequences.bam
TCGA-DK-A2I4-01A-11R-A21D-07	BLCA	/gscmnt/ams1146/info/alignment_data/imported/2892224913/all_sequences.bam
TCGA-DK-A2I6-01A-12R-A18C-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224911/all_sequences.bam
TCGA-DK-A3IK-01A-32R-A21D-07	BLCA	/gscmnt/ams1148/info/alignment_data/imported/2892224912/all_sequences.bam
TCGA-DK-A3IL-01A-11R-A20F-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224858/all_sequences.bam
TCGA-DK-A3IM-01A-11R-A20F-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224966/all_sequences.bam
TCGA-DK-A3IN-01A-11R-A20F-07	BLCA	/gscmnt/ams1178/info/alignment_data/imported/2892233175/all_sequences.bam
TCGA-DK-A3IQ-01A-31R-A32Y-07	BLCA	/gscmnt/gc12000/info/alignment_data/imported/53B12816F0DC11E3811CDCCE64755F20/all_sequences.bam
TCGA-DK-A3IS-01A-21R-A21D-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892233220/all_sequences.bam
TCGA-DK-A3IT-01A-31R-A20F-07	BLCA	/gscmnt/ams1178/info/alignment_data/imported/2892233225/all_sequences.bam
TCGA-DK-A3IU-01A-11R-A20F-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892233229/all_sequences.bam
TCGA-DK-A3IV-01A-22R-A21D-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892233223/all_sequences.bam
TCGA-DK-A3WW-01A-22R-A23N-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892233170/all_sequences.bam
TCGA-DK-A3WX-01A-22R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892233213/all_sequences.bam
TCGA-DK-A3WY-01A-11R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230249/all_sequences.bam
TCGA-DK-A3X1-01A-12R-A22U-07	BLCA	/gscmnt/ams1146/info/alignment_data/imported/2892224934/all_sequences.bam
TCGA-DK-A3X2-01A-11R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230259/all_sequences.bam
TCGA-DK-A6AV-01A-12R-A30C-07	BLCA	/gscmnt/gc2008/info/alignment_data/imported/97D5505CF0CE11E38536F053A0C73820/all_sequences.bam
TCGA-DK-A6AW-01A-11R-A30C-07	BLCA	/gscmnt/ams1150/info/alignment_data/imported/2022515CF0C111E3A4810C7FDDCF95E5/all_sequences.bam
TCGA-DK-A6B0-01A-11R-A31N-07	BLCA	/gscmnt/gc2006/info/alignment_data/imported/1677E3E0F0D211E3A56197D177A9F758/all_sequences.bam
TCGA-DK-A6B1-01A-12R-A30C-07	BLCA	/gscmnt/gc2006/info/alignment_data/imported/2CF1392CF0C411E3BDBCC8CAEF90B6DE/all_sequences.bam
TCGA-DK-A6B2-01A-11R-A30C-07	BLCA	/gscmnt/gc12003/info/alignment_data/imported/0148ACF0F0CF11E3ABFB65FDC47021FD/all_sequences.bam
TCGA-DK-A6B5-01A-11R-A31N-07	BLCA	/gscmnt/gc12003/info/alignment_data/imported/69DC17B6F0CF11E3A695AB4BBD34C241/all_sequences.bam
TCGA-DK-A6B6-01A-11R-A30C-07	BLCA	/gscmnt/ams1179/info/alignment_data/imported/D586A3D6F0DA11E3A28EF903945D8335/all_sequences.bam
TCGA-DQ-5624-01A-01R-1873-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892784538/all_sequences.bam
TCGA-DQ-5625-01A-01R-1873-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892784715/all_sequences.bam
TCGA-DQ-5629-01A-01R-1873-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892784494/all_sequences.bam
TCGA-DQ-5630-01A-01R-1873-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892784619/all_sequences.bam
TCGA-DQ-5631-01A-01R-1873-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892784675/all_sequences.bam
TCGA-DQ-7588-01A-11R-2081-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892784920/all_sequences.bam
TCGA-DQ-7589-01A-11R-2232-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892784827/all_sequences.bam
TCGA-DQ-7590-01A-11R-2232-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892784705/all_sequences.bam
TCGA-DQ-7591-01A-11R-2081-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892784730/all_sequences.bam
TCGA-DQ-7592-01A-11R-2081-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892784733/all_sequences.bam
TCGA-DQ-7593-01A-11R-2232-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892784753/all_sequences.bam
TCGA-DQ-7594-01A-11R-2232-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892784917/all_sequences.bam
TCGA-DQ-7595-01A-11R-2232-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892785069/all_sequences.bam
TCGA-DQ-7596-01A-11R-2232-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892784736/all_sequences.bam
TCGA-E5-A2PC-01A-11R-A206-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224935/all_sequences.bam
TCGA-E5-A4TZ-01A-11R-A31N-07	BLCA	/gscmnt/ams1137/info/alignment_data/imported/527F61C2F0CA11E3BF290BD0448F1E8F/all_sequences.bam
TCGA-E5-A4U1-01A-11R-A31N-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/BB7400DEF0D411E3A0BFD72F05528293/all_sequences.bam
TCGA-E7-A3X6-01A-12R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224939/all_sequences.bam
TCGA-E7-A3Y1-01A-11R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230267/all_sequences.bam
TCGA-E7-A4IJ-01A-31R-A26T-07	BLCA	/gscmnt/ams1176/info/alignment_data/imported/01CE396AF0D911E38E571714C98C5D03/all_sequences.bam
TCGA-E7-A4XJ-01A-11R-A26T-07	BLCA	/gscmnt/gc12003/info/alignment_data/imported/62BA77E8F0C511E38CD483BD940824AA/all_sequences.bam
TCGA-E7-A519-01A-11R-A26T-07	BLCA	/gscmnt/gc2009/info/alignment_data/imported/1AA806F4F0D511E3A42D8EBCDC162030/all_sequences.bam
TCGA-E7-A541-01A-11R-A26T-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/CC8B1C34F0CC11E398A87D62F2DAD363/all_sequences.bam
TCGA-E7-A5KE-01A-11R-A28M-07	BLCA	/gscmnt/gc9007/info/alignment_data/imported/49B4CB84F0C211E39ED3539194DBD477/all_sequences.bam
TCGA-E7-A5KF-01A-11R-A28M-07	BLCA	/gscmnt/gc2008/info/alignment_data/imported/4A267528F0DA11E39E67615A81148EF3/all_sequences.bam
TCGA-E7-A677-01A-11R-A30C-07	BLCA	/gscmnt/gc2006/info/alignment_data/imported/A1354C9EF0D111E3BF05CA88CECFB3B8/all_sequences.bam
TCGA-E7-A678-01A-11R-A30C-07	BLCA	/gscmnt/ams1179/info/alignment_data/imported/7A4294D4F0DB11E3A19DD65CF6A078D7/all_sequences.bam
TCGA-E7-A6MD-01A-41R-A352-07	BLCA	/gscmnt/gc2008/info/alignment_data/imported/E0D74E9AF0BF11E38C1E86E381A0770A/all_sequences.bam
TCGA-E7-A6ME-01A-22R-A32O-07	BLCA	/gscmnt/gc9007/info/alignment_data/imported/E50475A4F0C111E39AE3D9315272E4D7/all_sequences.bam
TCGA-E7-A6MF-01A-12R-A32O-07	BLCA	/gscmnt/gc12000/info/alignment_data/imported/EBD7AA14F0BB11E39D3C92897AE0035C/all_sequences.bam
TCGA-E7-A7DU-01A-11R-A32O-07	BLCA	/gscmnt/gc2007/info/alignment_data/imported/2A76862EF0BB11E3BB6D097E3950AAC7/all_sequences.bam
TCGA-E7-A7DV-01A-11R-A33J-07	BLCA	/gscmnt/ams1137/info/alignment_data/imported/C46EB97EF0D711E384AECA2FF9BA8340/all_sequences.bam
TCGA-E7-A7PW-01A-11R-A352-07	BLCA	/gscmnt/gc8000/info/alignment_data/imported/7F970EB6F0D011E38EB31C8D2DD073BD/all_sequences.bam
TCGA-E7-A7XN-01A-11R-A352-07	BLCA	/gscmnt/gc12000/info/alignment_data/imported/9BF799D6F0C611E3AE594D3626A1F08E/all_sequences.bam
TCGA-E7-A85H-01A-11R-A352-07	BLCA	/gscmnt/gc2008/info/alignment_data/imported/9590C1AAF0CE11E3B1C3AA1FB2F099F0/all_sequences.bam
TCGA-E7-A8O7-01A-11R-A36F-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/63499e80fe2b4185abeac70668b21f27/all_sequences.bam
TCGA-E7-A8O8-01A-11R-A36F-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/ad3854e4a630412e9a15d344882cca62/all_sequences.bam
TCGA-E7-A97Q-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/51efb7c58f2748bda5cafe239b3ff09d/all_sequences.bam
TCGA-F7-7848-01A-11R-2132-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2893192477/all_sequences.bam
TCGA-F7-8298-01A-11R-2403-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/41406dec03a945319c6ed4daf3e8cffa/all_sequences.bam
TCGA-F7-8489-01A-31R-2403-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/56894e9251e7483682c079e8e1d0d00b/all_sequences.bam
TCGA-F7-A50G-01A-11R-A266-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/714a1951275e40dba4d7bf99245beac9/all_sequences.bam
TCGA-F7-A50I-01A-11R-A28V-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/88c7df705cfd4fa09033a26e98ce6baa/all_sequences.bam
TCGA-F7-A50J-01A-21R-A28V-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/34b28fd9f3a9466f9018918a2898e675/all_sequences.bam
TCGA-F7-A61S-01A-11R-A28V-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/692b073a39dd4bb4aed172d74d721396/all_sequences.bam
TCGA-F7-A61V-01A-11R-A28V-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/66b52ca030f14d988643fd93f94523e6/all_sequences.bam
TCGA-F7-A61W-01A-11R-A28V-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/f9d747641b04424189970854bc9df19b/all_sequences.bam
TCGA-F7-A620-01A-11R-A28V-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/b728622333914da6b17243b1bf223f2c/all_sequences.bam
TCGA-F7-A622-01A-11R-A28V-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/a4d04152f2a54b838869285a9a9a7950/all_sequences.bam
TCGA-F7-A623-01A-11R-A28V-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/4507262760c74f5badeace2733f9ac37/all_sequences.bam
TCGA-F7-A624-01A-22R-A30B-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/9befc2b69f044e619cb8591729660ba9/all_sequences.bam
TCGA-FD-A3B3-01A-12R-A206-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230272/all_sequences.bam
TCGA-FD-A3B4-01A-12R-A206-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224947/all_sequences.bam
TCGA-FD-A3B5-01A-11R-A20F-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224943/all_sequences.bam
TCGA-FD-A3B6-01A-21R-A20F-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230569/all_sequences.bam
TCGA-FD-A3B7-01A-31R-A20F-07	BLCA	/gscmnt/gc8000/info/alignment_data/imported/2892230526/all_sequences.bam
TCGA-FD-A3B8-01A-31R-A20F-07	BLCA	/gscmnt/ams1175/info/alignment_data/imported/2892230565/all_sequences.bam
TCGA-FD-A3N5-01A-11R-A21D-07	BLCA	/gscmnt/gc1400/info/alignment_data/imported/2892248189/all_sequences.bam
TCGA-FD-A3N6-01A-11R-A21D-07	BLCA	/gscmnt/gc2012/info/alignment_data/imported/2892230519/all_sequences.bam
TCGA-FD-A3NA-01A-11R-A21D-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230561/all_sequences.bam
TCGA-FD-A3SJ-01A-12R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230513/all_sequences.bam
TCGA-FD-A3SL-01A-21R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230720/all_sequences.bam
TCGA-FD-A3SM-01A-11R-A22U-07	BLCA	/gscmnt/ams1176/info/alignment_data/imported/2892230716/all_sequences.bam
TCGA-FD-A3SN-01A-12R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230654/all_sequences.bam
TCGA-FD-A3SO-01A-11R-A22U-07	BLCA	/gscmnt/ams1176/info/alignment_data/imported/2892230658/all_sequences.bam
TCGA-FD-A3SP-01A-31R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230558/all_sequences.bam
TCGA-FD-A3SQ-01A-21R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230645/all_sequences.bam
TCGA-FD-A3SR-01A-11R-A22U-07	BLCA	/gscmnt/ams1175/info/alignment_data/imported/2892230647/all_sequences.bam
TCGA-FD-A3SS-01A-12R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230791/all_sequences.bam
TCGA-FD-A43N-01A-11R-A23W-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230790/all_sequences.bam
TCGA-FD-A43P-01A-31R-A23W-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230732/all_sequences.bam
TCGA-FD-A43S-01A-21R-A23W-07	BLCA	/gscmnt/ams1100/info/alignment_data/imported/2892230807/all_sequences.bam
TCGA-FD-A43U-01A-11R-A23W-07	BLCA	/gscmnt/ams1146/info/alignment_data/imported/2892230728/all_sequences.bam
TCGA-FD-A43X-01A-11R-A23W-07	BLCA	/gscmnt/ams1146/info/alignment_data/imported/2892230802/all_sequences.bam
TCGA-FD-A43Y-01A-21R-A26T-07	BLCA	/gscmnt/gc9007/info/alignment_data/imported/15535B3EF0D711E38ECCDF8144E28AE8/all_sequences.bam
TCGA-FD-A5BR-01A-11R-A26T-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/250C8208F0CD11E399C227DEA459BC61/all_sequences.bam
TCGA-FD-A5BS-01A-21R-A26T-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/CB67DC0EF0D411E396F5BF0B973ED6F0/all_sequences.bam
TCGA-FD-A5BT-01A-11R-A26T-07	BLCA	/gscmnt/ams1137/info/alignment_data/imported/D958D6A8F0D711E3868252CD3920A9B5/all_sequences.bam
TCGA-FD-A5BU-01A-31R-A26T-07	BLCA	/gscmnt/gc8000/info/alignment_data/imported/4CD8D93CF0D011E3A64197E746B13213/all_sequences.bam
TCGA-FD-A5BV-01A-11R-A26T-07	BLCA	/gscmnt/gc2007/info/alignment_data/imported/708632E8F0D611E3B624928ED782A662/all_sequences.bam
TCGA-FD-A5BX-01A-11R-A26T-07	BLCA	/gscmnt/ams1150/info/alignment_data/imported/2C0A8E20F0D111E39F013071159AE7B6/all_sequences.bam
TCGA-FD-A5BY-01A-31R-A28M-07	BLCA	/gscmnt/gc2009/info/alignment_data/imported/7BED6B70F0D511E38645C11BC4C57AFC/all_sequences.bam
TCGA-FD-A5BZ-01A-11R-A28M-07	BLCA	/gscmnt/gc1400/info/alignment_data/imported/C9B9188AF0C211E3BD7544218CB5D2E8/all_sequences.bam
TCGA-FD-A5C0-01A-11R-A28M-07	BLCA	/gscmnt/ams1150/info/alignment_data/imported/B7870192F0C011E3BF2172CEA1EDF95F/all_sequences.bam
TCGA-FD-A5C1-01A-11R-A28M-07	BLCA	/gscmnt/gc2009/info/alignment_data/imported/937E567CF0BD11E3A458ADC91328A048/all_sequences.bam
TCGA-FD-A62N-01A-11R-A30C-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/596136D4F0C311E385F7E7FB903D69A8/all_sequences.bam
TCGA-FD-A62O-01A-11R-A30C-07	BLCA	/gscmnt/gc12003/info/alignment_data/imported/BDBBA46EF0CF11E3BE2CBDE65418FADE/all_sequences.bam
TCGA-FD-A62P-01A-32R-A30C-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/AAE38DB8F0C311E3A9D2E2E594537D3F/all_sequences.bam
TCGA-FD-A62S-01A-11R-A30C-07	BLCA	/gscmnt/gc2007/info/alignment_data/imported/A3E6DE90F0D511E3A8EC57461B4D835F/all_sequences.bam
TCGA-FD-A6TA-01A-12R-A33J-07	BLCA	/gscmnt/gc9007/info/alignment_data/imported/34BB8388F0C911E3B5B87FF6C28649A7/all_sequences.bam
TCGA-FD-A6TB-01A-12R-A33J-07	BLCA	/gscmnt/gc2009/info/alignment_data/imported/98240A00F0BD11E3A29C4735D380535F/all_sequences.bam
TCGA-FD-A6TC-01A-21R-A33J-07	BLCA	/gscmnt/gc12000/info/alignment_data/imported/51AB9A34F0C711E3A0C7EBFF1A90EEEA/all_sequences.bam
TCGA-FD-A6TD-01A-51R-A33J-07	BLCA	/gscmnt/gc9007/info/alignment_data/imported/FC8A1A7AF0D611E3A9A7449FEAD35858/all_sequences.bam
TCGA-FD-A6TE-01A-12R-A33J-07	BLCA	/gscmnt/gc8000/info/alignment_data/imported/8F50D084F0C711E3A7F8F03F864553C9/all_sequences.bam
TCGA-FD-A6TF-01A-52R-A32O-07	BLCA	/gscmnt/gc12000/info/alignment_data/imported/EF123712F0BB11E3A93DA109EA0B5C00/all_sequences.bam
TCGA-FD-A6TG-01A-11R-A32O-07	BLCA	/gscmnt/gc9007/info/alignment_data/imported/47CFD866F0C911E3A171AD400C911494/all_sequences.bam
TCGA-FD-A6TH-01A-11R-A32O-07	BLCA	/gscmnt/gc1400/info/alignment_data/imported/923BD104F0C211E39FADA2DAA7A84C0E/all_sequences.bam
TCGA-FD-A6TI-01A-11R-A32O-07	BLCA	/gscmnt/gc1400/info/alignment_data/imported/9B8885F2F0D311E39495A4D67A22EB9D/all_sequences.bam
TCGA-FD-A6TK-01A-42R-A33J-07	BLCA	/gscmnt/gc1400/info/alignment_data/imported/6A36250EF0D311E3B15645882D62EBB0/all_sequences.bam
TCGA-FJ-A3Z7-01A-12R-A23N-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230818/all_sequences.bam
TCGA-FJ-A3Z9-01A-11R-A26T-07	BLCA	/gscmnt/gc12003/info/alignment_data/imported/E8CF5DF4F0C411E384C1DB61DCE788D5/all_sequences.bam
TCGA-FJ-A3ZE-01A-11R-A23N-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230817/all_sequences.bam
TCGA-FJ-A3ZF-01A-11R-A23N-07	BLCA	/gscmnt/ams1100/info/alignment_data/imported/2892230823/all_sequences.bam
TCGA-FJ-A871-01A-11R-A352-07	BLCA	/gscmnt/ams1150/info/alignment_data/imported/CBB5673CF0C811E390B5AD3A1C8F9B79/all_sequences.bam
TCGA-FT-A3EE-01A-11R-A206-07	BLCA	/gscmnt/ams1148/info/alignment_data/imported/2892230829/all_sequences.bam
